"Ano","Data","Autor","Título","Instituição","Ano Corrigido","Data Corrigida","Nome Corrigido","Título Corrigido","Instituição Corrigida","URL","Status","Note"
2014,17/03/14,"Marcos Borges De Oliveira","Abordagens históricas sobre logaritmos","UFMT",2014,17/03/14,"Marcos Borges de Oliveira","Abordagens históricas sobre logaritmos","UFMT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1009&id2=38270",,
2013,09/03/13,"Mauricio Osmall Jung","Questionário virtual para o ensino de probabilidade","FURG",2013,09/03/13,"Maurício Osmall Jung","Questionário virtual para o ensino de probabilidade","FURG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=101&id2=45033",,
2014,04/04/14,"Otávio José Corrêa Júnior","Construções geométricas com foco no método dos lugares geométricos: aspectos teóricos e computacionais","UFTM",2014,04/04/14,"Otávio José Corrêa Jr","Construções geométricas com foco no método dos lugares geométricos: aspectos teóricos e computacionais","UFTM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1010&id2=1212",,
2014,29/04/14,"Michel Guerra De Souza","Possibilidades em grafos hamiltonianos","UFRJ",2014,29/04/14,"Michel Guerra de Souza","Possibilidades em grafos hamiltonianos","UFRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1011&id2=1153",,
2014,24/04/14,"Carlos Danisio Macedo Silva","A essência dos determinantes na sua origem","UFCA",2014,24/04/14,"Carlos Danisio Macedo Silva","A essência dos determinantes na sua origem","UFCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1012&id2=239",,
2014,28/04/14,"Paulo Roberto De Souza","Avaliação educacional utilizando a teoria de resposta ao item-tri","UFAC",2014,28/04/14,"Paulo Roberto de Souza","Avaliação educacional utilizando a Teoria de Resposta ao Item – TRI","UFAC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1013&id2=1240",,
2014,28/04/14,"Marcio Dos Santos Soares","Proposta de um software de banco de itens calibrados pela teoria de resposta ao item(tri) para uso de professores de matemática da educação básica","UFAC",2014,28/04/14,"Márcio dos Santos Soares","Proposta de um software de banco de itens calibrados pela Teoria de Resposta ao Item (TRI) para uso de professores de Matemática da Educação Básica","UFAC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1014&id2=1077",,
2014,15/04/14,"Miriam Oliveira Espindola","Método de mínimos quadrados no ensino médio","UFGD",2014,15/04/14,"Miriam Oliveira Espindola","Método de mínimos quadrados no Ensino Médio","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1015&id2=1162",,
2014,22/04/14,"Celso Itsuo Tarumoto","Poligonos de reuleaux e aplicações","UFGD",2014,22/04/14,"Celso Itsuo Tarumoto","Polígonos de Reuleaux e aplicações","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1016&id2=60435",,
2014,15/04/14,"Dionisio Nogueira Neto","O uso de funções geradoras no ensino médio para articular conteúdos variados em análise combinatória","UFGD",2014,15/04/14,"Dionísio Nogueira Neto","O uso de funções geradoras no Ensino Médio para articular conteúdos variados em análise combinatória","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1017&id2=389",,
2014,22/04/14,"Rubens De Oliveira Paz","Construção de gráficos utilizando o software planilha eletrônica","UFGD",2014,22/04/14,"Rubens de Oliveira Paz","Construção de gráficos utilizando o software planilha eletrônica","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1018&id2=1391",,
2014,22/04/14,"Luzia De Oliveira Da Silva","Estudo de sólidos geométricos com o auxilio do software wingeom: uma proposta metodologica","UFGD",2014,22/04/14,"Luzia de Oliveira da Silva","Estudo de sólidos geométricos com o auxilio do software Wingeom: uma proposta metodológica","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1019&id2=1023",,
2013,15/03/13,"Alan Gomes De Oliveira","Funções e geometria: o uso de ambiente de geometria dinâmica como subsídio para a caracterização das funções quadráticas","UTFPR",2013,15/03/13,"Alan Gomes de Oliveira","Funções e geometria: o uso de ambiente de geometria dinâmica como subsídio para a caracterização das funções quadráticas","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=102&id2=28932",,
2014,24/03/14,"Janine Velloso Do Amaral","A razão áurea e a sequência de fibonacci","UFSJ",2014,24/03/14,"Janine Velloso do Amaral","A razão áurea e a sequência de Fibonacci","UFSJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1020&id2=745",,"Marcelo Manechine Belini defendeu uma dissertação com o mesmo título."
2014,31/03/14,"Marcia Shizue Matsumoto","Despertando o interesse do aluno pela matemática com a criptografia","UFGD",2014,31/03/14,"Márcia Shizue Matsumoto","Despertando o interesse do aluno pela Matemática com a criptografia","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1021&id2=28698",,
2014,15/04/14,"Admilson Alves Dos Santos","A trigonometria hiperbólica: uma abordagem elementar.","UFRR",2014,15/04/14,"Admilson Alves dos Santos","A trigonometria hiperbólica: uma abordagem elementar","UFRR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1022&id2=13",,
2014,15/04/14,"Valdemir Contiero","Construção e manipulação de estruturas algébricas notáveis do ensino fundamental: campo conceitual, ambiente de ensino e de aprendizagem e proposta metodológica","UFGD",2014,15/04/14,"Valdemir Contiero","Construção e manipulação de estruturas algébricas notáveis do Ensino Fundamental: campo conceitual, ambiente de ensino e de aprendizagem e proposta metodológica","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1023&id2=60530",,
2014,23/04/14,"Elias Das Neves Freire","Aplicação da desigualdade entre as médias aritmética e geométrica na resolução de problemas em nível de ensino médio","UFERSA",2014,23/04/14,"Elias das Neves Freire","Aplicação da desigualdade entre as médias aritmética e geométrica na resolução de problemas em nível de Ensino Médio","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1024&id2=447",,
2014,24/04/14,"Eric Giovanni Zenatti Dangió","O ensino de estatística no ensino médio  através de projetos","UFSCAR",2014,24/04/14,"Eric Giovanni Zenatti Dangió","O ensino de estatística no Ensino Médio através de projetos","UFSCAR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1025&id2=481",,
2014,25/04/14,"Luciano Marques De Melo","O ensino de trigonometria para deficientes visuais através do multiplano pedagógico","UERJ",2014,25/04/14,"Luciano Marques de Melo","O ensino de trigonometria para deficientes visuais através do multiplano pedagógico","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1026&id2=993",,
2014,21/03/14,"Edgar Heliodoro Vendramelli Dias","Estudo em grupos para a 2ª fase da obmep 2013 e resoluções de questões em video","UFSCAR",2014,21/03/14,"Edgar Heliodoro Vendramelli Dias","Estudo em grupos para a 2ª fase da OBMEP 2013 e resoluções de questões em vídeo","UFSCAR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1027&id2=402",,
2014,21/03/14,"Luis Fernando Selli","Geogebra, recurso computacional a favor da aprendizagem matemática no ensino fundamental ii","UFSCAR",2014,21/03/14,"Luís Fernando Selli","GeoGebra, recurso computacional a favor da aprendizagem matemática no Ensino Fundamental II","UFSCAR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1028&id2=1004",,
2014,26/04/14,"Rodson Da Silva Santos","Elementos da trigonometria triangular esférica.","UFRR",2014,26/04/14,"Rodson da Silva Santos","Elementos da trigonometria triangular esférica","UFRR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1029&id2=1354",,
2013,22/03/13,"Antonio Carlos Oliveira De Magalhães","Utilizando geogebra em sala de aula no estudo de transformações aplicadas às funções trigonométricas","UFJF",2013,22/03/13,"Antônio Carlos Oliveira de Magalhães","Utilizando GeoGebra em sala de aula no estudo de transformações aplicadas às funções trigonométricas","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=103&id2=27586",,
2014,29/04/14,"Denis Apolinário Da Silva","Trigonometria e geometria: uma abordagem conjunta.","UFRR",2014,29/04/14,"Denis Apolinário da Silva","Trigonometria e geometria: uma abordagem conjunta","UFRR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1030&id2=376",,
2014,16/04/14,"Eduardo Lepletier Da Silva","A função exponencial do ponto de vista das matrizes.","UFRR",2014,16/04/14,"Eduardo Lepletier da Silva","A função exponencial do ponto de vista das matrizes","UFRR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1031&id2=431",,
2014,12/04/14,"Antônio Klinger Guedêlha Da Silva","Probabilidade geométrica: generalizações do problema da agulha de buffon e aplicações","UFC",2014,12/04/14,"Antônio Klinger Guedêlha da Silva","Probabilidade geométrica: generalizações do problema da agulha de Buffon e aplicações","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1032&id2=169",,
2014,12/04/14,"Antonio Sabino De Paula Neto","Matemática finaceira: o estudo de empréstimos consignados e consórcios voltados para o ensino médio","UFC",2014,12/04/14,"Antônio Sabino de Paula Neto","Matemática financeira: o estudo de empréstimos consignados e consórcios voltados para o Ensino Médio","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1033&id2=174",,
2014,12/04/14,"Daniel Brandao Menezes","O uso de dobraduras como recurso para o ensino da geometria plana: história, teoremas e problemas","UFC",2014,12/04/14,"Daniel Brandão Menezes","O uso de dobraduras como recurso para o ensino da geometria plana: história, teoremas e problemas","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1034&id2=331",,
2014,12/04/14,"João Gilberto Gonçalves Nunes","Cônicas unificadas em coordenadas polares para uma nova abordagem no ensino médio","UFC",2014,12/04/14,"João Gilberto Gonçalves Nunes","Cônicas unificadas em coordenadas polares para uma nova abordagem no Ensino Médio","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1035&id2=773",,
2014,26/04/14,"Nelson Claudiano Da Silva Junior","Uma abordagem introdutória ao estudo de triângulos com o software geogebra","UFC",2014,26/04/14,"Nélson Claudiano da Silva Jr","Uma abordagem introdutória ao estudo de triângulos com o software GeoGebra","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1036&id2=1184",,
2014,26/04/14,"Nicomedes Albuquerque Pontes","O princípio de cavalieri e suas aplicações para cálculo de volumes","UFC",2014,26/04/14,"Nicomedes Albuquerque Pontes","O princípio de Cavalieri e suas aplicações para cálculo de volumes","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1037&id2=1190",,
2014,26/04/14,"Nilo César Costa Fernandes","Matemática financeira: uma abordagem sobre financiamentos","UFC",2014,26/04/14,"Nilo César Costa Fernandes","Matemática financeira: uma abordagem sobre financiamentos","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1038&id2=1191",,
2014,12/04/14,"Raquel Montezuma Pinheiro","Introdução ao estudo de vetores no ensino médio: um ganho significativo para o estudo da geometria analítica","UFC",2014,12/04/14,"Raquel Montezuma Pinheiro","Introdução ao estudo de vetores no Ensino Médio: um ganho significativo para o estudo da geometria analítica","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1039&id2=1283",,
2013,25/03/13,"Bruno Sampaio De Oliveira","Utilização do programa maxima no ensino de sistemas de equações lineares","UFJF",2013,25/03/13,"Bruno Sampaio de Oliveira","Utilização do programa Maxima no ensino de sistemas de equações lineares","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=104&id2=43905",,
2014,12/04/14,"Tiago Gadelha De Sousa","Ensino de matemática financeira com utilização de tecnologias","UFC",2014,12/04/14,"Tiago Gadelha de Sousa","Ensino de Matemática financeira com utilização de tecnologias","UFC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1040&id2=1478",,
2013,12/08/13,"Marcilio Miranda De Carvalho","Resolução de problemas matemáticos olímpicos: uma abordagem aritimética modular","UNIVASF",2013,12/08/13,"Marcilio Miranda de Carvalho","Resolução de problemas matemáticos olímpicos: uma abordagem aritmética modular","UNIVASF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1041&id2=30080","descartar","A base de dados da SBM está com o nome do autor errado, o nome correto é Márcio Miranda de Carvalho"
2014,28/04/14,"José Wilson Silva Costa","A construção de casa popular como recurso motivacional para o estudo de prisma e pirâmede","UFMA",2014,28/04/14,"José Wilson Silva Costa","A construção de casa popular como recurso motivacional para o estudo de prisma e pirâmide","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1042&id2=871",,
2014,28/04/14,"Josivaldo Nascimento Dos Passos","Uso do geogebra no ensino de retas e planos","UFMA",2014,28/04/14,"Josivaldo Nascimento dos Passos","Uso do GeoGebra no ensino de retas e planos","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1043&id2=885",,
2014,28/04/14,"Washington Luis Parga Garrido Junior","O uso das construções como metodologia de ensino e aprendizagem das cônicas","UFMA",2014,28/04/14,"Washington Luís Parga Garrido Jr","O uso das construções como metodologia de ensino e aprendizagem das cônicas","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1044&id2=1549",,
2014,28/04/14,"Anderson Henrique Costa Barros","Coordenadas polares: um ensaio sobre a aplicabilidade no ensino medio.","UFMA",2014,28/04/14,"Anderson Henrique Costa Barros","Coordenadas polares: um ensaio sobre a aplicabilidade no Ensino Médio","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1045&id2=109",,
2014,22/04/14,"Anatália Silva Santos","Preenchimentos aplicados ao cálculo de áreas de regiões parabólicas","UEFS",2014,22/04/14,"Anatália Silva Santos","Preenchimentos aplicados ao cálculo de áreas de regiões parabólicas","UEFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1046&id2=106",,
2014,04/04/14,"Alex Pereira Bezerra","Uma introdução às equações funcionais","UFPB",2014,04/04/14,"Alex Pereira Bezerra","Uma introdução às equações funcionais","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1047&id2=55",,
2014,04/04/14,"Paulo Roberto Prezotti Filho","Uma proposta de ensino dos temas sistemas lineares e determinantes","UFES",2014,04/04/14,"Paulo Roberto Prezotti Filho","Uma proposta de ensino dos temas sistemas lineares e determinantes","UFES","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1048&id2=1241",,
2014,27/03/14,"Eufélix Monteiro Maurício","Uma proposta de sequência didática para o ensino de mdc e mmc na educação básica","UFES",2014,27/03/14,"Eufélix Monteiro Maurício","Uma proposta de sequência didática para o ensino de MDC e MMC na Educação Básica","UFES","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1049&id2=37868",,
2013,22/03/13,"Anderson Ferrari","Aplicação do número ""e"" e do logaritmo natural em fenômenos da natureza","UFJF",2013,22/03/13,"Anderson Ferrari","Aplicação do número “\(e\)” e do logaritmo natural em fenômenos da natureza","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=105&id2=39784",,
2014,03/04/14,"Marcio Ferreira Farias","Funções e geogebra no ensino médio","UNIFAP",2014,03/04/14,"Márcio Ferreira Farias","Funções e GeoGebra no Ensino Médio","UNIFAP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1050&id2=1078",,
2014,25/04/14,"Cesar Ferreira De Macedo","Matemática significativa transformando o aluno espectador em aluno multiplicador de conhecimento","UFERSA",2014,25/04/14,"César Ferreira de Macedo","Matemática significativa transformando o aluno espectador em aluno multiplicador de conhecimento","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1051&id2=277",,
2014,14/04/14,"Vanilda Loureiro","Dificuldades na aprendizagem da matemática: um estudo com alunos do ensino médio","UFES",2014,14/04/14,"Vanilda Loureiro","Dificuldades na aprendizagem da Matemática: um estudo com alunos do Ensino Médio","UFES","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1052&id2=29735",,
2014,25/04/14,"Rubens Marinho Monteiro","Resgate do teorema de dandelin no estudo de cônicas com o geogebra","UFES",2014,25/04/14,"Rubens Marinho Monteiro","Resgate do teorema de Dandelin no estudo de cônicas com o GeoGebra","UFES","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1053&id2=1392",,
2013,10/07/13,"Julio Cesar Dos Santios Moreira","Experimentos com geometria dinâmica: o uso do geogebra nas séries finais do ensino fundamental","UFF",2013,10/07/13,"Júlio César dos Santios Moreira","Experimentos com geometria dinâmica: o uso do GeoGebra nas séries finais do Ensino Fundamental","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1054&id2=50323",,
2014,29/04/14,"Fabio Pinheiro Luz","O uso de equacoes diofantinas lineares na resolução de problemas de preparação olímpica","UFPI",2014,29/04/14,"Fábio Pinheiro Luz","O uso de equações diofantinas lineares na resolução de problemas de preparação olímpica","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1055&id2=529",,
2013,18/02/13,"Rodrigo Ruiz Brasil","Modelagem matemática: uma contribuição para a construção do conhecimento matemático nos anos iniciais da educação básica","UNIR",2013,18/02/13,"Rodrigo Ruiz Brasil","Modelagem matemática: uma contribuição para a construção do conhecimento matemático nos anos iniciais da Educação Básica","UNIR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=106&id2=29060",,
2014,28/04/14,"Wender Ferreira Lamounier","A geometria analítica do ensino médio no contexto do espaço euclidiano r^n","UFRR",2014,28/04/14,"Wender Ferreira Lamounier","A geometria analítica do Ensino Médio no contexto do espaço euclidiano \(R^n\)","UFRR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1061&id2=1558",,
2014,26/02/14,"Luciana De Souza De Moraes","A geometria espacial no ensino médio: um estudo sobre o uso material concreto na resolução de problemas","UNIRIO",2014,26/02/14,"Luciana de Souza de Moraes","A geometria espacial no Ensino Médio: um estudo sobre o uso material concreto na resolução de problemas","UNIRIO","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1062&id2=983",,
2014,26/02/14,"Felipe Queiroz Da Silva","Usando rpg no ensino da matemática","UFJF",2014,26/02/14,"Felipe Queiroz da Silva","Usando RPG no ensino da Matemática","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1063&id2=547",,
2014,26/02/14,"Letícia Botelho Natalino","Matemática financeira para o eja","UFJF",2014,26/02/14,"Letícia Botelho Natalino","Matemática financeira para o EJA","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1064&id2=958",,
2014,11/04/14,"Lívia Ferreira Novais","Probabilidade e genética: uma abordagem interdisciplinar","UFJF",2014,11/04/14,"Lívia Ferreira Novais","Probabilidade e genética: uma abordagem interdisciplinar","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1065&id2=969",,
2014,22/04/14,"Marisa Rezende Simão","Números complexos: um estudo acerca dos conhecimentos prévios e das noções de aplicabilidade na perspectiva dos alunos do 3º ano do ensino médio","UFJF",2014,22/04/14,"Marisa Rezende Simão","Números complexos: um estudo acerca dos conhecimentos prévios e das noções de aplicabilidade na perspectiva dos alunos do 3º ano do Ensino Médio","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1066&id2=1134",,
2014,31/03/14,"Flávio Cunde Dias","Sistemas lineares para o ensino médio com o auxílio do winplot","UFAM",2014,31/03/14,"Flávio Cunde Dias","Sistemas lineares para o Ensino Médio com o auxílio do WinPlot","UFAM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1067&id2=45480",,
2014,03/04/14,"Solano Martinazzi Garcia","Matemática financeira - discussão de resultados e proposta para capacitação de professores","UFES",2014,03/04/14,"Solano Martinazzi Garcia","Matemática financeira – discussão de resultados e proposta para capacitação de professores","UFES","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1068&id2=1435",,
2014,25/04/14,"Edem Assunção Baima Neto","Projeção de mercator","UFPI",2014,25/04/14,"Edem Assunção Baima Neto","Projeção de Mercator","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1069&id2=396",,
2013,12/03/13,"Mylane Dos Santos Barreto","Educação inclusiva - um estudo de caso na construção do conceito de função polinomial do 1º. grau por alunos cegos utilizando material adaptado","UENF",2013,12/03/13,"Mylane dos Santos Barreto","Educação inclusiva – um estudo de caso na construção do conceito de função polinomial do 1º grau por alunos cegos utilizando material adaptado","UENF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=107&id2=32003",,
2014,26/02/14,"Felipe De Oliveira Lamberg Henriques Dos Santos","Fundamentos do cálculo diferencial","UFSC",2014,26/02/14,"Felipe de Oliveira Lamberg Henriques dos Santos","Fundamentos do Cálculo Diferencial","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1070&id2=542",,
2014,26/02/14,"Rodrigo Luiz De Souza","Uma breve introdução à teoria de grupos","UFSC",2014,26/02/14,"Rodrigo Luiz de Souza","Uma breve introdução à teoria de grupos","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1071&id2=1348",,
2014,24/03/14,"Leonardo Morais","Equações de diferenças, caos e fractais","UFSC",2014,24/03/14,"Leonardo Morais","Equações de diferenças, caos e fractais","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1072&id2=951",,
2014,28/03/14,"Oswaldo Joaquim De Campos","Cubagem de árvores","UFSC",2014,28/03/14,"Oswaldo Joaquim de Campos","Cubagem de árvores","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1073&id2=1211",,
2014,22/04/14,"Jorge Mageste Da Cruz Junior","A matemática por trás de um número: razão áurea","UFJF",2014,22/04/14,"Jorge Mageste da Cruz Jr","A Matemática por trás de um número: razão áurea","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1074&id2=62191",,
2014,12/05/14,"Nayron Brito Rocha","Uma proposta de ensino de geometria não-euclidiana utilizando ambiente de geometria dinâmica","UESB",2014,12/05/14,"Nayron Brito Rocha","Uma proposta de ensino de geometria não-euclidiana utilizando ambiente de geometria dinâmica","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1075&id2=1182",,
2014,12/05/14,"Lazaro Souza Santos","Ladrilhamento no plano: uma proposta de atividade para o ensino medio","UESB",2014,12/05/14,"Lazaro Souza Santos","Ladrilhamento no plano: uma proposta de atividade para o Ensino Médio","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1076&id2=925",,
2014,10/04/14,"Ronaldo De Lima Resende","Um olhar sobre os conhecimentos de area e volumes utilizados por trabalhadores informais da construção civil em porto grande-ap","UNIFAP",2014,10/04/14,"Ronaldo de Lima Resende","Um olhar sobre os conhecimentos de área e volumes utilizados por trabalhadores informais da construção civil em Porto Grande – AP","UNIFAP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1077&id2=39716",,
2014,22/04/14,"Tiago Miranda De Magalhaes","Grafos como ferramenta para o ensino de matemática","UFBA",2014,22/04/14,"Tiago Miranda de Magalhães","Grafos como ferramenta para o ensino de Matemática","UFBA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1078&id2=1482",,
2014,15/05/14,"Adenise Vieira De Souza","A resolução de problemas como meio de integrar a matemática às disciplinas técnicas: uma experiência no curso técnico em agropecuária","UESB",2014,15/05/14,"Adenise Vieira de Souza","A resolução de problemas como meio de integrar a Matemática às disciplinas técnicas: uma experiência no curso técnico em agropecuária","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1079&id2=11",,
2014,15/05/14,"Daniela Macedo Damaceno Pinheiro","A importancia da utilização de material concreto no ensino da matemática: uma experiência no ensino de funções","UESB",2014,15/05/14,"Daniela Macedo Damaceno Pinheiro","A importância da utilização de material concreto no ensino da Matemática: uma experiência no ensino de funções","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1080&id2=344",,
2013,06/12/13,"Evandro Alves Da Silva","O ensino de funções trigonométricas   com o auxílio do geogebra","UNIVASF",2013,06/12/13,"Evandro Alves da Silva","O ensino de funções trigonométricas com o auxílio do GeoGebra","UNIVASF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1081&id2=29449",,
2014,14/03/14,"Ramina Samoa Silva Camargo","Introdução à programação linear no ensino médio utilizando a resolução gráfica","UFAM",2014,14/03/14,"Ramina Samoa Silva Camargo","Introdução à programação linear no Ensino Médio utilizando a resolução gráfica","UFAM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=1084&id2=1276",,
